"eventID","samplingProtocol","sampleSizeValue","sampleSizeUnit","eventDate","startDayOfYear","endDayOfYear","year","continent","country","countryCode","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","verbatimLocality","type","language","institutionID","institutionCode"
"BUU-2007-POEPAL","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",1,"nest boxes","2007-04-06/2007-04-06",96,96,2007,"Europe","Netherlands","NL",52.01907,5.75744,"EPSG:4326",838,"Buunderkamp","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"BUU-2007-SITEUR","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",4,"nest boxes","2007-04-01/2007-04-07",91,97,2007,"Europe","Netherlands","NL",52.01907,5.75744,"EPSG:4326",838,"Buunderkamp","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"BUU-2008-SITEUR","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",8,"nest boxes","2008-03-24/2008-05-04",84,125,2008,"Europe","Netherlands","NL",52.01907,5.75744,"EPSG:4326",838,"Buunderkamp","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"BUU-2009-SITEUR","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",4,"nest boxes","2009-04-04/2009-04-14",94,104,2009,"Europe","Netherlands","NL",52.01907,5.75744,"EPSG:4326",838,"Buunderkamp","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"BUU-2010-SITEUR","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",8,"nest boxes","2010-04-04/2010-04-11",94,101,2010,"Europe","Netherlands","NL",52.01907,5.75744,"EPSG:4326",838,"Buunderkamp","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"BUU-2011-SITEUR","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",8,"nest boxes","2011-04-04/2011-04-17",94,107,2011,"Europe","Netherlands","NL",52.01907,5.75744,"EPSG:4326",838,"Buunderkamp","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"BUU-2012-SITEUR","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",12,"nest boxes","2012-03-27/2012-04-20",87,111,2012,"Europe","Netherlands","NL",52.01907,5.75744,"EPSG:4326",838,"Buunderkamp","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"BUU-2013-SITEUR","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",3,"nest boxes","2013-04-20/2013-04-30",110,120,2013,"Europe","Netherlands","NL",52.01907,5.75744,"EPSG:4326",838,"Buunderkamp","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"BUU-2014-SITEUR","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",2,"nest boxes","2014-04-01/2014-04-05",91,95,2014,"Europe","Netherlands","NL",52.01907,5.75744,"EPSG:4326",838,"Buunderkamp","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"HOG-1960-CYACAE","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",17,"nest boxes","1960-04-14/1960-05-09",105,130,1960,"Europe","Netherlands","NL",52.04073,5.85573,"EPSG:4326",1365,"Hoge Veluwe","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"HOG-1961-CYACAE","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",33,"nest boxes","1961-04-12/1961-04-28",102,118,1961,"Europe","Netherlands","NL",52.04073,5.85573,"EPSG:4326",1365,"Hoge Veluwe","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"HOG-1962-CYACAE","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",26,"nest boxes","1962-04-24/1962-05-19",114,139,1962,"Europe","Netherlands","NL",52.04073,5.85573,"EPSG:4326",1365,"Hoge Veluwe","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"HOG-1963-CYACAE","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",8,"nest boxes","1963-04-22/1963-05-01",112,121,1963,"Europe","Netherlands","NL",52.04073,5.85573,"EPSG:4326",1365,"Hoge Veluwe","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"HOG-1964-CYACAE","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",13,"nest boxes","1964-04-20/1964-05-01",111,122,1964,"Europe","Netherlands","NL",52.04073,5.85573,"EPSG:4326",1365,"Hoge Veluwe","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"HOG-1965-CYACAE","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",25,"nest boxes","1965-04-11/1965-05-09",101,129,1965,"Europe","Netherlands","NL",52.04073,5.85573,"EPSG:4326",1365,"Hoge Veluwe","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"HOG-1966-CYACAE","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",26,"nest boxes","1966-04-12/1966-05-04",102,124,1966,"Europe","Netherlands","NL",52.04073,5.85573,"EPSG:4326",1365,"Hoge Veluwe","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"HOG-1967-CYACAE","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",34,"nest boxes","1967-04-12/1967-05-10",102,130,1967,"Europe","Netherlands","NL",52.04073,5.85573,"EPSG:4326",1365,"Hoge Veluwe","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"HOG-1968-CYACAE","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",26,"nest boxes","1968-04-19/1968-05-11",110,132,1968,"Europe","Netherlands","NL",52.04073,5.85573,"EPSG:4326",1365,"Hoge Veluwe","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"HOG-1969-CYACAE","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",25,"nest boxes","1969-04-15/1969-05-05",105,125,1969,"Europe","Netherlands","NL",52.04073,5.85573,"EPSG:4326",1365,"Hoge Veluwe","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"HOG-1970-CYACAE","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",31,"nest boxes","1970-04-26/1970-05-26",116,146,1970,"Europe","Netherlands","NL",52.04073,5.85573,"EPSG:4326",1365,"Hoge Veluwe","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"HOG-1971-CYACAE","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",34,"nest boxes","1971-04-17/1971-05-17",107,137,1971,"Europe","Netherlands","NL",52.04073,5.85573,"EPSG:4326",1365,"Hoge Veluwe","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"HOG-1972-CYACAE","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",46,"nest boxes","1972-04-13/1972-05-08",104,129,1972,"Europe","Netherlands","NL",52.04073,5.85573,"EPSG:4326",1365,"Hoge Veluwe","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"HOG-1973-CYACAE","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",22,"nest boxes","1973-04-02/1973-05-05",92,125,1973,"Europe","Netherlands","NL",52.04073,5.85573,"EPSG:4326",1365,"Hoge Veluwe","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"HOG-1974-CYACAE","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",24,"nest boxes","1974-03-30/1974-04-26",89,116,1974,"Europe","Netherlands","NL",52.04073,5.85573,"EPSG:4326",1365,"Hoge Veluwe","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"HOG-1975-CYACAE","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",34,"nest boxes","1975-04-22/1975-05-22",112,142,1975,"Europe","Netherlands","NL",52.04073,5.85573,"EPSG:4326",1365,"Hoge Veluwe","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"HOG-1976-CYACAE","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",33,"nest boxes","1976-04-09/1976-05-10",100,131,1976,"Europe","Netherlands","NL",52.04073,5.85573,"EPSG:4326",1365,"Hoge Veluwe","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"HOG-1977-CYACAE","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",46,"nest boxes","1977-04-14/1977-05-14",104,134,1977,"Europe","Netherlands","NL",52.04073,5.85573,"EPSG:4326",1365,"Hoge Veluwe","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"HOG-1978-CYACAE","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",64,"nest boxes","1978-04-20/1978-05-22",110,142,1978,"Europe","Netherlands","NL",52.04073,5.85573,"EPSG:4326",1365,"Hoge Veluwe","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"HOG-1979-CYACAE","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",25,"nest boxes","1979-04-18/1979-05-17",108,137,1979,"Europe","Netherlands","NL",52.04073,5.85573,"EPSG:4326",1365,"Hoge Veluwe","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"HOG-1980-CYACAE","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",47,"nest boxes","1980-04-03/1980-05-07",94,128,1980,"Europe","Netherlands","NL",52.04073,5.85573,"EPSG:4326",1365,"Hoge Veluwe","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"HOG-1981-CYACAE","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",43,"nest boxes","1981-04-07/1981-05-09",97,129,1981,"Europe","Netherlands","NL",52.04073,5.85573,"EPSG:4326",1365,"Hoge Veluwe","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"HOG-1982-CYACAE","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",46,"nest boxes","1982-04-08/1982-04-30",98,120,1982,"Europe","Netherlands","NL",52.04073,5.85573,"EPSG:4326",1365,"Hoge Veluwe","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"HOG-1983-CYACAE","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",82,"nest boxes","1983-04-10/1983-05-16",100,136,1983,"Europe","Netherlands","NL",52.04073,5.85573,"EPSG:4326",1365,"Hoge Veluwe","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"HOG-1984-CYACAE","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",47,"nest boxes","1984-04-21/1984-05-16",112,137,1984,"Europe","Netherlands","NL",52.04073,5.85573,"EPSG:4326",1365,"Hoge Veluwe","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"HOG-1985-CYACAE","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",46,"nest boxes","1985-04-21/1985-05-15",111,135,1985,"Europe","Netherlands","NL",52.04073,5.85573,"EPSG:4326",1365,"Hoge Veluwe","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"HOG-1986-CYACAE","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",50,"nest boxes","1986-04-27/1986-05-19",117,139,1986,"Europe","Netherlands","NL",52.04073,5.85573,"EPSG:4326",1365,"Hoge Veluwe","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"HOG-1987-CYACAE","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",34,"nest boxes","1987-04-17/1987-05-06",107,126,1987,"Europe","Netherlands","NL",52.04073,5.85573,"EPSG:4326",1365,"Hoge Veluwe","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"HOG-1988-CYACAE","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",60,"nest boxes","1988-04-15/1988-05-03",106,124,1988,"Europe","Netherlands","NL",52.04073,5.85573,"EPSG:4326",1365,"Hoge Veluwe","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"HOG-1989-CYACAE","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",36,"nest boxes","1989-04-11/1989-05-03",101,123,1989,"Europe","Netherlands","NL",52.04073,5.85573,"EPSG:4326",1365,"Hoge Veluwe","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"HOG-1990-CYACAE","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",33,"nest boxes","1990-04-06/1990-04-28",96,118,1990,"Europe","Netherlands","NL",52.04073,5.85573,"EPSG:4326",1365,"Hoge Veluwe","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"HOG-1991-CYACAE","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",50,"nest boxes","1991-04-10/1991-05-09",100,129,1991,"Europe","Netherlands","NL",52.04073,5.85573,"EPSG:4326",1365,"Hoge Veluwe","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"HOG-1992-CYACAE","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",36,"nest boxes","1992-04-13/1992-05-07",104,128,1992,"Europe","Netherlands","NL",52.04073,5.85573,"EPSG:4326",1365,"Hoge Veluwe","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"HOG-1993-CYACAE","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",58,"nest boxes","1993-04-10/1993-05-08",100,128,1993,"Europe","Netherlands","NL",52.04073,5.85573,"EPSG:4326",1365,"Hoge Veluwe","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"HOG-1994-CYACAE","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",58,"nest boxes","1994-04-13/1994-05-03",103,123,1994,"Europe","Netherlands","NL",52.04073,5.85573,"EPSG:4326",1365,"Hoge Veluwe","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"HOG-1995-CYACAE","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",32,"nest boxes","1995-04-17/1995-04-30",107,120,1995,"Europe","Netherlands","NL",52.04073,5.85573,"EPSG:4326",1365,"Hoge Veluwe","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"HOG-1996-CYACAE","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",68,"nest boxes","1996-04-14/1996-05-18",105,139,1996,"Europe","Netherlands","NL",52.04073,5.85573,"EPSG:4326",1365,"Hoge Veluwe","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"HOG-1997-CYACAE","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",39,"nest boxes","1997-04-08/1997-05-05",98,125,1997,"Europe","Netherlands","NL",52.04073,5.85573,"EPSG:4326",1365,"Hoge Veluwe","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"HOG-1998-CYACAE","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",27,"nest boxes","1998-04-06/1998-05-01",96,121,1998,"Europe","Netherlands","NL",52.04073,5.85573,"EPSG:4326",1365,"Hoge Veluwe","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"HOG-1999-CYACAE","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",32,"nest boxes","1999-04-07/1999-05-05",97,125,1999,"Europe","Netherlands","NL",52.04073,5.85573,"EPSG:4326",1365,"Hoge Veluwe","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"HOG-2000-CYACAE","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",25,"nest boxes","2000-04-11/2000-05-07",102,128,2000,"Europe","Netherlands","NL",52.04073,5.85573,"EPSG:4326",1365,"Hoge Veluwe","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"HOG-2001-CYACAE","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",64,"nest boxes","2001-04-08/2001-05-10",98,130,2001,"Europe","Netherlands","NL",52.04073,5.85573,"EPSG:4326",1365,"Hoge Veluwe","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"HOG-2002-CYACAE","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",37,"nest boxes","2002-04-07/2002-05-06",97,126,2002,"Europe","Netherlands","NL",52.04073,5.85573,"EPSG:4326",1365,"Hoge Veluwe","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"HOG-2003-CYACAE","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",66,"nest boxes","2003-04-08/2003-05-03",98,123,2003,"Europe","Netherlands","NL",52.04073,5.85573,"EPSG:4326",1365,"Hoge Veluwe","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
